Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25298204,RS_198,COUNTRY,DNK,YEAR,2010,SEX,BTSX,,,,,,,5.0 [4.1-5.9],4.98663,4.12857,5.93705,,2021-02-09T16:36:56.93+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25309013,RS_198,COUNTRY,FSM,YEAR,2010,SEX,BTSX,,,,,,,2.9 [1.6-4.5],2.915,1.64863,4.53768,,2021-02-09T16:41:17.007+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25310804,RS_198,COUNTRY,GBR,YEAR,2010,SEX,BTSX,,,,,,,3.7 [3.5-3.9],3.69053,3.51349,3.87503,,2021-02-09T16:41:58.87+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25326115,RS_198,COUNTRY,IRL,YEAR,2010,SEX,BTSX,,,,,,,4.8 [3.9-5.8],4.80861,3.94612,5.79658,,2021-02-09T16:48:08.83+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25328783,RS_198,COUNTRY,ISL,YEAR,2010,SEX,BTSX,,,,,,,2.6 [1.9-3.4],2.56604,1.8905,3.35029,,2021-02-09T16:49:10.46+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25329667,RS_198,COUNTRY,ISR,YEAR,2010,SEX,BTSX,,,,,,,4.9 [4.2-5.8],4.94117,4.18191,5.78813,,2021-02-09T16:49:30.683+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25352216,RS_198,COUNTRY,MDV,YEAR,2010,SEX,BTSX,,,,,,,3.0 [2.0-4.3],3.00937,1.99217,4.32059,,2021-02-09T16:58:07.823+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25355800,RS_198,COUNTRY,MLT,YEAR,2010,SEX,BTSX,,,,,,,3.9 [3.0-5.1],3.93147,2.98208,5.07201,,2021-02-09T16:59:29.007+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25367509,RS_198,COUNTRY,NLD,YEAR,2010,SEX,BTSX,,,,,,,4.0 [3.4-4.6],3.95614,3.36635,4.60521,,2021-02-09T17:04:09.81+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25368391,RS_198,COUNTRY,NOR,YEAR,2010,SEX,BTSX,,,,,,,4.4 [4.0-4.7],4.37997,4.01664,4.73452,,2021-02-09T17:04:30.44+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25396288,RS_198,COUNTRY,SWE,YEAR,2010,SEX,BTSX,,,,,,,3.0 [2.6-3.5],3.03628,2.57247,3.54977,,2021-02-09T17:15:32.963+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25414298,RS_198,COUNTRY,VCT,YEAR,2010,SEX,BTSX,,,,,,,3.7 [2.7-4.8],3.68282,2.72673,4.81048,,2021-02-09T17:22:31.54+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25283812,RS_198,COUNTRY,CHE,YEAR,2009,SEX,BTSX,,,,,,,4.7 [3.9-5.6],4.6669,3.86431,5.56215,,2021-02-09T16:31:08.607+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25308967,RS_198,COUNTRY,FSM,YEAR,2009,SEX,BTSX,,,,,,,3.9 [2.2-6.0],3.88459,2.24187,6.01965,,2021-02-09T16:41:16.03+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25310794,RS_198,COUNTRY,GBR,YEAR,2009,SEX,BTSX,,,,,,,4.3 [4.1-4.5],4.30059,4.09923,4.5041,,2021-02-09T16:41:58.65+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25318012,RS_198,COUNTRY,GRD,YEAR,2009,SEX,BTSX,,,,,,,3.8 [2.8-4.9],3.78118,2.75675,4.92972,,2021-02-09T16:44:51.63+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25329681,RS_198,COUNTRY,ISR,YEAR,2009,SEX,BTSX,,,,,,,4.5 [3.8-5.2],4.45743,3.79932,5.17763,,2021-02-09T16:49:30.95+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25337802,RS_198,COUNTRY,KIR,YEAR,2009,SEX,BTSX,,,,,,,5.0 [2.9-7.6],4.95403,2.93266,7.56821,,2021-02-09T16:52:38.97+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25352161,RS_198,COUNTRY,MDV,YEAR,2009,SEX,BTSX,,,,,,,2.6 [1.7-3.7],2.56081,1.69388,3.68858,,2021-02-09T16:58:06.74+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25367511,RS_198,COUNTRY,NLD,YEAR,2009,SEX,BTSX,,,,,,,4.5 [3.8-5.2],4.46279,3.81561,5.17431,,2021-02-09T17:04:09.873+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25368373,RS_198,COUNTRY,NOR,YEAR,2009,SEX,BTSX,,,,,,,4.6 [4.2-5.0],4.59928,4.21995,4.96276,,2021-02-09T17:04:30.063+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25386411,RS_198,COUNTRY,SGP,YEAR,2009,SEX,BTSX,,,,,,,4.4 [3.7-5.2],4.40944,3.66393,5.24724,,2021-02-09T17:11:45.643+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25396286,RS_198,COUNTRY,SWE,YEAR,2009,SEX,BTSX,,,,,,,4.1 [3.5-4.8],4.1171,3.49215,4.8088,,2021-02-09T17:15:32.87+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25283817,RS_198,COUNTRY,CHE,YEAR,2008,SEX,BTSX,,,,,,,4.8 [4.0-5.7],4.82761,4.02564,5.71162,,2021-02-09T16:31:08.717+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25308964,RS_198,COUNTRY,FSM,YEAR,2008,SEX,BTSX,,,,,,,1.9 [1.1-3.0],1.93145,1.11715,2.97516,,2021-02-09T16:41:15.97+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25328772,RS_198,COUNTRY,ISL,YEAR,2008,SEX,BTSX,,,,,,,4.5 [3.4-5.9],4.50371,3.35361,5.86205,,2021-02-09T16:49:10.21+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25337801,RS_198,COUNTRY,KIR,YEAR,2008,SEX,BTSX,,,,,,,2.0 [1.2-3.1],2.02511,1.19771,3.08153,,2021-02-09T16:52:38.957+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25344109,RS_198,COUNTRY,LCA,YEAR,2008,SEX,BTSX,,,,,,,3.5 [2.7-4.5],3.52918,2.70729,4.4974,,2021-02-09T16:55:01.093+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25352166,RS_198,COUNTRY,MDV,YEAR,2008,SEX,BTSX,,,,,,,2.1 [1.4-3.0],2.06369,1.35967,2.97453,,2021-02-09T16:58:06.833+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25355805,RS_198,COUNTRY,MLT,YEAR,2008,SEX,BTSX,,,,,,,4.3 [3.3-5.5],4.32129,3.31854,5.48285,,2021-02-09T16:59:29.117+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25367478,RS_198,COUNTRY,NLD,YEAR,2008,SEX,BTSX,,,,,,,4.7 [4.0-5.4],4.66559,4.01043,5.38898,,2021-02-09T17:04:09.13+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25396302,RS_198,COUNTRY,SWE,YEAR,2008,SEX,BTSX,,,,,,,4.8 [4.1-5.6],4.77472,4.05059,5.56861,,2021-02-09T17:15:33.247+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25309003,RS_198,COUNTRY,FSM,YEAR,2007,SEX,BTSX,,,,,,,2.9 [1.7-4.4],2.87241,1.6644,4.41508,,2021-02-09T16:41:16.803+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25328792,RS_198,COUNTRY,ISL,YEAR,2007,SEX,BTSX,,,,,,,4.9 [3.7-6.4],4.92545,3.67103,6.36933,,2021-02-09T16:49:10.663+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25352198,RS_198,COUNTRY,MDV,YEAR,2007,SEX,BTSX,,,,,,,3.6 [2.4-5.2],3.58505,2.35538,5.18778,,2021-02-09T16:58:07.463+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25355804,RS_198,COUNTRY,MLT,YEAR,2007,SEX,BTSX,,,,,,,3.9 [3.0-5.0],3.92297,3.03604,4.95518,,2021-02-09T16:59:29.1+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25367461,RS_198,COUNTRY,NLD,YEAR,2007,SEX,BTSX,,,,,,,4.9 [4.3-5.7],4.94346,4.25039,5.70275,,2021-02-09T17:04:08.77+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25263079,RS_198,COUNTRY,ATG,YEAR,2006,SEX,BTSX,,,,,,,2.4 [1.7-3.1],2.36902,1.73641,3.13215,,2021-02-09T16:22:34.827+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25308974,RS_198,COUNTRY,FSM,YEAR,2006,SEX,BTSX,,,,,,,1.9 [1.1-2.9],1.898,1.10489,2.90648,,2021-02-09T16:41:16.19+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25318901,RS_198,COUNTRY,GTM,YEAR,2006,SEX,BTSX,,,,,,,4.6 [3.6-5.9],4.61297,3.58478,5.85225,,2021-02-09T16:45:19.447+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25352180,RS_198,COUNTRY,MDV,YEAR,2006,SEX,BTSX,,,,,,,2.5 [1.6-3.6],2.47013,1.62014,3.5864,,2021-02-09T16:58:07.117+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25355762,RS_198,COUNTRY,MLT,YEAR,2006,SEX,BTSX,,,,,,,2.5 [1.9-3.1],2.46105,1.93009,3.07082,,2021-02-09T16:59:28.22+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25263110,RS_198,COUNTRY,ATG,YEAR,2005,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:22:35.66+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25309005,RS_198,COUNTRY,FSM,YEAR,2005,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:41:16.85+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25318903,RS_198,COUNTRY,GTM,YEAR,2005,SEX,BTSX,,,,,,,4.4 [3.4-5.5],4.37537,3.3954,5.5345,,2021-02-09T16:45:19.48+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25355772,RS_198,COUNTRY,MLT,YEAR,2005,SEX,BTSX,,,,,,,4.2 [3.3-5.2],4.20107,3.29285,5.22899,,2021-02-09T16:59:28.44+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25263089,RS_198,COUNTRY,ATG,YEAR,2004,SEX,BTSX,,,,,,,2.5 [1.9-3.3],2.4892,1.88398,3.25394,,2021-02-09T16:22:35.14+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25308987,RS_198,COUNTRY,FSM,YEAR,2004,SEX,BTSX,,,,,,,4.7 [2.8-7.2],4.68938,2.83395,7.16747,,2021-02-09T16:41:16.487+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25317972,RS_198,COUNTRY,GRD,YEAR,2004,SEX,BTSX,,,,,,,1.9 [1.4-2.6],1.9167,1.39923,2.57313,,2021-02-09T16:44:50.843+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25318890,RS_198,COUNTRY,GTM,YEAR,2004,SEX,BTSX,,,,,,,5.0 [3.8-6.3],4.95432,3.84663,6.2555,,2021-02-09T16:45:19.057+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25352186,RS_198,COUNTRY,MDV,YEAR,2004,SEX,BTSX,,,,,,,1.6 [1.0-2.4],1.60635,1.03439,2.35762,,2021-02-09T16:58:07.227+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25355787,RS_198,COUNTRY,MLT,YEAR,2004,SEX,BTSX,,,,,,,3.5 [2.7-4.3],3.4755,2.72033,4.32482,,2021-02-09T16:59:28.74+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25317968,RS_198,COUNTRY,GRD,YEAR,2003,SEX,BTSX,,,,,,,1.9 [1.4-2.6],1.92302,1.41409,2.5582,,2021-02-09T16:44:50.767+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25318880,RS_198,COUNTRY,GTM,YEAR,2003,SEX,BTSX,,,,,,,4.9 [3.8-6.2],4.87981,3.79801,6.15419,,2021-02-09T16:45:18.817+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25352183,RS_198,COUNTRY,MDV,YEAR,2003,SEX,BTSX,,,,,,,0.7 [0.4-1.0],0.66076,0.42463,0.9682,,2021-02-09T16:58:07.163+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25355761,RS_198,COUNTRY,MLT,YEAR,2003,SEX,BTSX,,,,,,,4.5 [3.5-5.6],4.49037,3.5073,5.61865,,2021-02-09T16:59:28.203+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25263084,RS_198,COUNTRY,ATG,YEAR,2002,SEX,BTSX,,,,,,,2.6 [1.9-3.4],2.55434,1.91569,3.36533,,2021-02-09T16:22:34.967+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25318911,RS_198,COUNTRY,GTM,YEAR,2002,SEX,BTSX,,,,,,,4.8 [3.8-6.1],4.82437,3.78551,6.07165,,2021-02-09T16:45:19.637+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25352168,RS_198,COUNTRY,MDV,YEAR,2002,SEX,BTSX,,,,,,,2.0 [1.3-3.0],2.03953,1.29697,3.00689,,2021-02-09T16:58:06.88+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25355807,RS_198,COUNTRY,MLT,YEAR,2002,SEX,BTSX,,,,,,,4.0 [3.1-5.0],4.01284,3.14775,4.99676,,2021-02-09T16:59:29.15+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25414269,RS_198,COUNTRY,VCT,YEAR,2002,SEX,BTSX,,,,,,,4.6 [3.5-6.1],4.62556,3.46536,6.06092,,2021-02-09T17:22:30.91+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25352214,RS_198,COUNTRY,MDV,YEAR,2001,SEX,BTSX,,,,,,,0.7 [0.4-1.0],0.69855,0.43848,1.0374,,2021-02-09T16:58:07.79+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25355780,RS_198,COUNTRY,MLT,YEAR,2001,SEX,BTSX,,,,,,,4.8 [3.7-6.0],4.79406,3.72923,6.0237,,2021-02-09T16:59:28.597+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25317984,RS_198,COUNTRY,GRD,YEAR,2000,SEX,BTSX,,,,,,,4.9 [3.6-6.4],4.86206,3.5595,6.44227,,2021-02-09T16:44:51.08+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25352199,RS_198,COUNTRY,MDV,YEAR,2000,SEX,BTSX,,,,,,,1.8 [1.1-2.7],1.78958,1.11411,2.66976,,2021-02-09T16:58:07.48+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25355792,RS_198,COUNTRY,MLT,YEAR,2000,SEX,BTSX,,,,,,,4.6 [3.6-5.7],4.5726,3.58606,5.71652,,2021-02-09T16:59:28.837+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25414308,RS_198,COUNTRY,VCT,YEAR,2000,SEX,BTSX,,,,,,,4.6 [3.5-6.0],4.63878,3.47366,6.03326,,2021-02-09T17:22:31.773+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
